URL,Street Address,City,State,Zip,Last Sold Date,Price,Listed,Lot Area
https://www.trulia.com/home/Lovett-Greenville-FL-32331-55740186,NW Lovett Rd,Greenville,FL,32331,"Last Sold: Jun 20, 2022","$1,925",180+ days ago,(on 14.74 acres)
https://www.trulia.com/p/fl/greenville/636-nw-pelican-way-greenville-fl-32331--2557030869,636 NW Pelican Way,Greenville,FL,32331,"Last Sold: Jun 23, 2022","$204,000",180+ days ago,(on 16 acres)
https://www.trulia.com/home/45-Vacant-Sw-County-Rd-14-Madison-FL-32340-2064117306,45 Vacant Sw County Rd   #14,Madison,FL,32340,"Last Sold: Jun 20, 2022","$92,000",180+ days ago,(on 45.23 acres)
https://www.trulia.com/home/Vacant-S-Cr-53-Lee-FL-32059-2064221470,Vacant S Cr 53,Lee,FL,32059,"Last Sold: Jun 30, 2022","$65,000",180+ days ago,(on 8 acres)
https://www.trulia.com/home/0-Wire-Lamb-Rd-Lee-FL-32059-2064182414,Wire Lamb Rd,Lee,FL,32059,"Last Sold: Jun 30, 2022","$631,410",180+ days ago,(on 631.41 acres)
https://www.trulia.com/home/Vacant-Northwest-253-Madison-FL-32340-2061964456,Vacant Northwest Cres #253,Madison,FL,32340,"Last Sold: Jun 30, 2022","$90,000",153 days ago,(on 9.55 acres)
https://www.trulia.com/home/River-Trace-Lee-FL-32059-98486587,NE River Trace Trl,Lee,FL,32059,"Last Sold: Jun 27, 2022","$60,000",No Info,(on 5.01 acres)
https://www.trulia.com/home/Loblolly-Lee-FL-32059-98384403,NE Loblolly Trl,Lee,FL,32059,"Last Sold: Jul 1, 2022","$37,000",180+ days ago,(on 5.01 acres)
https://www.trulia.com/home/Blue-Ridge-Landing-Lee-FL-32059-98499703,NE Blue Ridge Landing Ave,Lee,FL,32059,"Last Sold: Jul 8, 2022","$30,000",No Info,(on 5.49 acres)
https://www.trulia.com/home/Loblolly-Lee-FL-32059-98501884,NE Loblolly Trl,Lee,FL,32059,"Last Sold: Jul 7, 2022","$37,000",No Info,(on 5.01 acres)
https://www.trulia.com/home/328-NE-Prairie-Rd-Madison-FL-32340-113949337,328 NE Prairie Rd,Madison,FL,32340,"Last Sold: Jul 6, 2022","$69,000",No Info,(on 5.21 acres)
https://www.trulia.com/home/Vacant-Prairie-Madison-FL-32340-2064279321,Vacant Prairie Rd,Madison,FL,32340,"Last Sold: Jul 1, 2022","$69,000",180+ days ago,(on 5.21 acres)
https://www.trulia.com/p/fl/madison/210-se-robinwood-dr-madison-fl-32340--1067200968,210 SE Robinwood Dr,Madison,FL,32340,"Last Sold: Jul 18, 2022","$551,000",180+ days ago,(on 5.73 acres)
https://www.trulia.com/home/0-NE-Dandelion-St-Madison-FL-32340-2063459081,NE Dandelion St,Madison,FL,32340,"Last Sold: Jul 12, 2022","$175,500",180+ days ago,(on 26 acres)
https://www.trulia.com/home/0-NE-Juniper-Dr-5-Lee-FL-32059-2065524375,NE Juniper Dr   #5,Lee,FL,32059,"Last Sold: Jul 15, 2022","$75,000",180+ days ago,(on 10.51 acres)
https://www.trulia.com/p/fl/madison/997-se-roller-coaster-hill-rd-madison-fl-32340--2504730459,997 SE Roller Coaster Hill Rd,Madison,FL,32340,"Last Sold: Jul 7, 2022","$150,000",No Info,(on 6 acres)
https://www.trulia.com/home/645-SW-Paradise-Way-Greenville-FL-32331-2064083301,645 SW Paradise Way,Greenville,FL,32331,"Last Sold: Jul 15, 2022","$60,000",180+ days ago,(on 18.95 acres)
https://www.trulia.com/home/0-NE-Blue-Ridge-Landing-Ave-Lee-FL-32059-2066607674,NE Blue Ridge Landing Ave,Lee,FL,32059,"Last Sold: Jul 11, 2022","$30,000",180+ days ago,(on 5.49 acres)
https://www.trulia.com/home/Juniper-Lee-FL-32059-98495833,NE Juniper Dr,Lee,FL,32059,"Last Sold: Jul 18, 2022","$75,000",No Info,(on 10.51 acres)
https://www.trulia.com/home/County-Road-53-Madison-FL-32340-98444222,S  County Road 53,Madison,FL,32340,"Last Sold: Jul 21, 2022","$45,000",No Info,(on 5.01 acres)
https://www.trulia.com/home/0-SW-Aucilla-Fire-Tower-Rd-Greenville-FL-32331-2060446407,SW Aucilla Fire Tower Rd,Greenville,FL,32331,"Last Sold: Jul 18, 2022","$1,560,500",32 days ago,(on 746 acres)
https://www.trulia.com/p/fl/madison/545-ne-prairie-rd-madison-fl-32340--2092715361,545 NE Prairie Rd,Madison,FL,32340,"Last Sold: Jul 21, 2022","$135,000",158 days ago,(on 10.88 acres)
