URL,Street Address,City,State,Zip,Last Sold Date,Price,Listed,Lot Area
https://www.trulia.com/p/fl/greenville/3978-quitman-hwy-s-greenville-fl-32331--2092708826,3978 Quitman Hwy S,Greenville,FL,32331,"Last Sold: Nov 2, 2022","$180,000",180+ days ago,(on 40 acres)
https://www.trulia.com/home/Reagan-Madison-FL-32340-98455091,NE Reagan Rd,Madison,FL,32340,"Last Sold: Nov 2, 2022","$35,000",No Info,(on 5.01 acres)
https://www.trulia.com/home/Condurango-Lee-FL-32059-98501872,NE Condurango Ln,Lee,FL,32059,"Last Sold: Nov 1, 2022","$50,000",No Info,(on 5.01 acres)
https://www.trulia.com/home/Saint-Thomas-Church-Madison-FL-32340-98502348,NW Saint Thomas Church Rd,Madison,FL,32340,"Last Sold: Nov 15, 2022","$35,000",No Info,(on 6.84 acres)
https://www.trulia.com/home/Vacant-Nw-Street-Thomas-Church-Madison-FL-32340-2060967196,Vacant Nw Street Thomas Church Rd,Madison,FL,32340,"Last Sold: Nov 9, 2022","$35,000",82 days ago,(on 6.84 acres)
https://www.trulia.com/home/6648-NW-US-Highway-221-Greenville-FL-32331-98500960,6648 NW US Highway 221,Greenville,FL,32331,"Last Sold: Nov 15, 2022","$62,500",No Info,(on 10.71 acres)
https://www.trulia.com/p/fl/pinetta/156-ne-palmetto-st-pinetta-fl-32350--2092722616,156 NE Palmetto St,Pinetta,FL,32350,"Last Sold: Oct 10, 2022","$275,000",No Info,(on 6 acres)
https://www.trulia.com/home/0-NE-Garden-Rd-Madison-FL-32340-2061927437,NE Garden Rd,Madison,FL,32340,"Last Sold: Nov 18, 2022","$72,000",67 days ago,(on 10 acres)
https://www.trulia.com/p/fl/greenville/1060-nw-honey-lake-rd-greenville-fl-32331--2523620922,1060 NW Honey Lake Rd,Greenville,FL,32331,"Last Sold: Nov 23, 2022","$5,400,000",No Info,(on 121 acres)
https://www.trulia.com/p/fl/lee/604-ne-county-road-255-lee-fl-32059--2092506041,604 NE County Road 255,Lee,FL,32059,"Last Sold: Nov 18, 2022","$179,900",86 days ago,(on 8 acres)
https://www.trulia.com/home/NE-Cedar-Trl-Pinetta-FL-32350-2096595179,NE Cedar Trl,Pinetta,FL,32350,"Last Sold: Nov 16, 2022","$83,000",154 days ago,(on 19.38 acres)
https://www.trulia.com/p/fl/greenville/19393-w-us-highway-90-greenville-fl-32331--2121718480,19393 W  US Highway 90,Greenville,FL,32331,"Last Sold: Nov 18, 2022","$70,700",No Info,(on 19 acres)
https://www.trulia.com/home/6612-NE-Hickory-Grove-Rd-Pinetta-FL-32350-2062162795,6612 NE Hickory Grove Rd,Pinetta,FL,32350,"Last Sold: Nov 22, 2022","$131,000",26 days ago,(on 11.60 acres)
https://www.trulia.com/p/fl/lee/771-ne-lambs-ear-dr-lee-fl-32059--2092506253,771 NE Lambs Ear Dr,Lee,FL,32059,"Last Sold: Nov 30, 2022","$300,000",41 days ago,(on 37.98 acres)
https://www.trulia.com/p/fl/lee/11085-e-us-highway-90-lee-fl-32059--2092504779,11085 E  US Highway 90,Lee,FL,32059,"Last Sold: Dec 8, 2022","$370,000",75 days ago,(on 10 acres)
https://www.trulia.com/home/Doubletree-Madison-FL-32340-246824449,NE Doubletree Ave,Madison,FL,32340,"Last Sold: Nov 30, 2022","$45,000",93 days ago,(on 8.98 acres)
https://www.trulia.com/home/Coriander-Pinetta-FL-32350-299178324,NE Coriander Loop,Pinetta,FL,32350,"Last Sold: Nov 21, 2022","$83,000",No Info,(on 10.11 acres)
https://www.trulia.com/home/157-NE-Catnip-Way-Lee-FL-32059-2060698954,157 NE Catnip Way,Lee,FL,32059,"Last Sold: Dec 8, 2022","$70,000",55 days ago,(on 11.24 acres)
https://www.trulia.com/home/325-SW-Durham-Way-Greenville-FL-32331-333362746,325 SW Durham Way,Greenville,FL,32331,"Last Sold: Dec 1, 2022","$480,000",173 days ago,(on 120 acres)
https://www.trulia.com/p/fl/greenville/14680-sw-mount-gilead-rd-greenville-fl-32331--2609078130,14680 SW Mount Gilead Rd,Greenville,FL,32331,"Last Sold: Nov 28, 2022","$276,000",90 days ago,(on 7.59 acres)
https://www.trulia.com/p/fl/madison/712-ne-nixon-way-madison-fl-32340--2092715890,712 NE Nixon Way,Madison,FL,32340,"Last Sold: Dec 13, 2022","$180,000",146 days ago,(on 5 acres)
https://www.trulia.com/home/775-SE-Remington-Dr-Lee-FL-32059-2061193037,775 SE Remington Dr,Lee,FL,32059,"Last Sold: Dec 1, 2022","$80,000",93 days ago,(on 16 acres)
https://www.trulia.com/home/SE-Baldwin-Dr-Lee-FL-32059-2105260921,SE Baldwin Dr,Lee,FL,32059,"Last Sold: Dec 9, 2022","$70,000",179 days ago,(on 5.01 acres)
https://www.trulia.com/p/fl/madison/649-ne-pineridge-ranch-rd-madison-fl-32340--2147663909,649 NE Pineridge Ranch Rd,Madison,FL,32340,"Last Sold: Dec 9, 2022","$152,009",78 days ago,(on 5.04 acres)
https://www.trulia.com/home/0-NE-River-Country-Trl-Lee-FL-32059-2060675892,NE River Country Trl,Lee,FL,32059,"Last Sold: Dec 30, 2022","$27,500",6 days ago,(on 6.50 acres)
https://www.trulia.com/home/Smokehouse-Greenville-FL-32331-2065697285,Smokehouse Way,Greenville,FL,32331,"Last Sold: Dec 30, 2022","$42,500",146 days ago,(on 5.06 acres)
https://www.trulia.com/p/fl/pinetta/3090-ne-bellville-rd-pinetta-fl-32350--2092722867,3090 NE Bellville Rd,Pinetta,FL,32350,"Last Sold: Dec 20, 2022","$275,000",97 days ago,(on 8 acres)
https://www.trulia.com/p/fl/madison/1317-ne-rocky-springs-church-rd-madison-fl-32340--2092712088,1317 NE Rocky Springs Church Rd,Madison,FL,32340,"Last Sold: Dec 27, 2022","$500,000",60 days ago,(on 30 acres)
https://www.trulia.com/home/Tarragon-Pinetta-FL-32350-2060421879,NE Tarragon St,Pinetta,FL,32350,"Last Sold: Jan 6, 2023","$43,000",54 days ago,(on 6.28 acres)
